SPGRP,GEAR,SPID,CNAME,COMPLEX,COMPLEX2,COMPLEX3,SNAME,YEAR
Rockfish,Fixed gear,UPOP,UNSP. POP GROUP,ROCK,....,....,N/A,2011
Rockfish,Fixed gear,UPOP,UNSP. POP GROUP,ROCK,....,....,N/A,2009
Rockfish,Trawl,URCK,UNSP. ROCKFISH,ROCK,....,....,N/A,2011
Rockfish,Trawl,URCK,UNSP. ROCKFISH,ROCK,....,....,N/A,2010
Rockfish,Fixed gear,URCK,UNSP. ROCKFISH,ROCK,....,....,N/A,2010
Rockfish,Trawl,USHR,UNSP. NEAR-SHORE ROCKFISH,ROCK,....,NSHR,N/A,2010
"Sharks, skates and rays",Trawl,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2009
"Sharks, skates and rays",Trawl,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2010
Dover sole,Trawl,DOVR,DOVER SOLE,FLAT,....,....,MICROSTOMUS PACIFICUS,2013
Pacific whiting,Trawl,PWHT,PACIFIC WHITING,ROND,....,....,MERLUCCIUS PRODUCTUS,2013
Rockfish,Trawl,NUSP,NOR. UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2013
"Sharks, skates and rays",Trawl,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2012
"Sharks, skates and rays",Fixed gear,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2012
"Sharks, skates and rays",Fixed gear,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2011
"Sharks, skates and rays",Fixed gear,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2010
"Sharks, skates and rays",Trawl,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2011
"Sharks, skates and rays",Fixed gear,USKT,UNSP. SKATE,MGRN,SKAT,....,RAJIDAE SPP.,2009
Rockfish,Trawl,RDBD,REDBANDED ROCKFISH,ROCK,....,NSLP,SEBASTES BABCOCKI,2013
Flatfish,Trawl,RSOL,ROCK SOLE,FLAT,....,RFLT,LEPIDOPSETTA BILINEATA,2013
Rockfish,Trawl,CNRY,CANARY ROCKFISH,ROCK,....,....,SEBASTES PINNIGER,2013
Other groundfish,Fixed gear,PCOD,PACIFIC COD,ROND,....,....,GADUS MACROCEPHALUS,2013
Thornyheads,Fixed gear,LSP1,NOM. LONGSPINE THORNYHEAD,ROCK,TRNY,....,SEBASTOLOBUS SPP.,2013
Sablefish,Fixed gear,SBL1,NOM. SHORTBELLY ROCKFISH,ROCK,....,....,SEBASTES SPP.,2013
Rockfish,Fixed gear,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2011
Rockfish,Trawl,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2011
Rockfish,Fixed gear,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2012
Rockfish,Fixed gear,GSR1,NOM. GREENSTRIPED ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2013
Rockfish,Fixed gear,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2010
Rockfish,Trawl,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2012
Rockfish,Trawl,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2009
Rockfish,Trawl,USLF,UNSP. SHELF ROCKFISH,ROCK,....,NSLF,N/A,2010
Rockfish,Trawl,USLP,UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2010
Rockfish,Trawl,USLP,UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2011
Rockfish,Fixed gear,USLP,UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2011
Rockfish,Trawl,USLP,UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2012
Rockfish,Fixed gear,USLP,UNSP. SLOPE ROCKFISH,ROCK,....,NSLP,N/A,2012
Flatfish,Trawl,UTRB,UNSP. TURBOTS,FLAT,TRBT,RFLT,N/A,2010
Flatfish,Trawl,UTRB,UNSP. TURBOTS,FLAT,TRBT,RFLT,N/A,2009
Flatfish,Trawl,UTRB,UNSP. TURBOTS,FLAT,TRBT,RFLT,N/A,2012
Rockfish,Fixed gear,SHRP,SHARPCHIN ROCKFISH,ROCK,....,NSLP,SEBASTES ZACENTRUS,2013
Rockfish,Trawl,VRM1,NOM. VERMILLION ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2010
Rockfish,Trawl,VRM1,NOM. VERMILLION ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2009
Rockfish,Fixed gear,VRM1,NOM. VERMILLION ROCKFISH,ROCK,....,NSLF,SEBASTES SPP.,2012
Rockfish,Trawl,VRML,VERMILION ROCKFISH,ROCK,....,NSLF,SEBASTES MINIATUS,2012
Rockfish,Fixed gear,VRML,VERMILION ROCKFISH,ROCK,....,NSLF,SEBASTES MINIATUS,2012
Rockfish,Trawl,VRML,VERMILION ROCKFISH,ROCK,....,NSLF,SEBASTES MINIATUS,2009
Rockfish,Trawl,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2009
Rockfish,Fixed gear,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2009
Rockfish,Fixed gear,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2012
Rockfish,Trawl,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2011
Rockfish,Trawl,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2013
Rockfish,Trawl,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2012
Rockfish,Fixed gear,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2010
Rockfish,Trawl,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2010
Rockfish,Fixed gear,WDOW,WIDOW ROCKFISH,ROCK,....,....,SEBASTES ENTOMELAS,2011
Rockfish,Fixed gear,REYE,ROUGHEYE ROCKFISH,ROCK,....,NSLP,SEBASTES ALEUTIANUS,2013
Other groundfish,Trawl,GRDR,UNSP. GRENADIERS,MGRN,....,....,N/A,2013
Rockfish,Trawl,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Fixed gear,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Fixed gear,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Fixed gear,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2009
Rockfish,Trawl,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2009
Rockfish,Fixed gear,ARRA,AURORA ROCKFISH,ROCK,....,NSLP,SEBASTES AURORA,2013
Rockfish,Trawl,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Fixed gear,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Trawl,WDW1,NOM. WIDOW ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Trawl,YEY1,NOM. YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Trawl,YEY1,NOM. YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Fixed gear,YEY1,NOM. YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Trawl,YEY1,NOM. YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Trawl,YEY1,NOM. YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES SPP.,2009
Flatfish,Trawl,CSOL,CURLFIN SOLE,FLAT,....,RFLT,PLEURONICHTHYS DECURRENS,2013
Rockfish,Fixed gear,YEYE,YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES RUBERRIMUS,2011
Rockfish,Trawl,YEYE,YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES RUBERRIMUS,2012
Other groundfish,Fixed gear,OGRN,OTHER GROUNDFISH,MGRN,....,....,N/A,2013
Rockfish,Trawl,YEYE,YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES RUBERRIMUS,2009
Rockfish,Trawl,YEYE,YELLOWEYE ROCKFISH,ROCK,....,....,SEBASTES RUBERRIMUS,2011
Rockfish,Trawl,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2009
Rockfish,Trawl,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2010
Flatfish,Trawl,HTRB,HORNYHEAD TURBOT,FLAT,....,RFLT,PLEURONICHTHYS VERTICALIS,2013
Rockfish,Trawl,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2012
Flatfish,Trawl,UFLT,UNSP. FLATFISH,FLAT,....,RFLT,N/A,2013
Rockfish,Trawl,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2011
Rockfish,Fixed gear,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2011
Rockfish,Fixed gear,YMTH,YELLOWMOUTH ROCKFISH,ROCK,....,NSLP,SEBASTES REEDI,2012
Rockfish,Fixed gear,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Other groundfish,Trawl,PLCK,WALLEYE POLLOCK,ROND,....,....,THERAGRA CHALCOGRAMMA,2013
Rockfish,Trawl,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Fixed gear,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Trawl,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2009
Rockfish,Trawl,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2012
Rockfish,Trawl,BLCK,BLACK ROCKFISH,ROCK,....,....,SEBASTES MELANOPS,2013
Rockfish,Fixed gear,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2010
Rockfish,Trawl,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2011
Rockfish,Fixed gear,YTR1,NOM. YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES SPP.,2009
Rockfish,Trawl,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2011
Other groundfish,Fixed gear,GRDR,UNSP. GRENADIERS,MGRN,....,....,N/A,2013
Rockfish,Trawl,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2009
Rockfish,Fixed gear,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2009
Rockfish,Trawl,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2010
Rockfish,Trawl,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2012
Rockfish,Fixed gear,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2011
Rockfish,Fixed gear,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2010
Rockfish,Fixed gear,YTRK,YELLOWTAIL ROCKFISH,ROCK,....,....,SEBASTES FLAVIDUS,2012
