West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,,,,,
Age Composition Estimates,,,,,,,,,,,,,,,
sablefish,,,,,,,,,,,,,,,
Extracted: 5/5/2015,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Species Code,Species,Year,Project,INPFC Area,Min Depth (m),Max Depth (m),Length (cm),Age,Female Numbers,Male Numbers,Unsexed Numbers,Lengthed Age Tally: Full Stratum,Age Tally: Female,Age Tally: Male,Age Tally: Unsexed
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,57,34,0,18297,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,56,36,0,113789,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,46,37,0,204836,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,61,39,0,56097,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,58,41,0,56097,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,59,42,0,33177,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,60,42,0,33177,0,153,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,548.64,900,61,43,14650,0,0,153,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,43,2,0,43451,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,44,2,76307,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,44,3,79811,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,46,3,0,71080,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,47,3,0,54018,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,46,4,0,81443,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,47,4,0,81443,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,48,4,88193,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,49,4,0,61809,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,53,4,88193,57948,0,36,1,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,54,4,117995,0,0,36,2,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,49,5,0,88193,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,50,5,81443,81443,0,36,1,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,57,5,71080,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,47,6,0,71080,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,51,6,43451,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,46,7,43451,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,56,17,0,54018,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,58,18,0,81443,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,54,19,0,57948,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,57,19,61809,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,50,22,0,61809,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,53,24,0,79811,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,56,24,71080,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,57,24,0,57948,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,51,25,0,88193,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,64,26,0,56186,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,62,30,72976,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,60,31,54018,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,59,34,81443,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,53,43,88193,0,0,36,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,62,45,0,71080,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,32To34Pt5Degs,548.64,900,53,49,0,57948,0,36,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,53,4,0,47465,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,55,4,47465,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,52,5,0,104783,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,48,7,33326,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,60,7,34088,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,61,7,80875,0,0,43,2,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,54,10,0,37657,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,64,11,38422,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,56,12,0,104783,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,57,12,37657,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,55,14,0,27909,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,59,14,0,34088,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,63,14,33410,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,65,14,47465,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,59,15,152248,0,0,43,2,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,68,16,27909,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,54,18,0,33326,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,63,18,0,37657,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,68,18,38422,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,53,19,0,47465,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,68,22,33326,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,55,23,0,33410,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,60,23,0,33410,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,74,23,39862,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,60,24,0,38422,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,63,24,0,37657,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,60,26,38422,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,61,27,27909,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,57,28,0,34088,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,56,29,0,104783,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,52,31,0,33410,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,59,31,33326,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,62,32,31855,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,65,32,38422,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,70,33,34088,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,56,37,0,104783,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,59,38,27909,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,59,42,0,31855,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,62,43,33326,0,0,43,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,57,51,0,34088,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,45To49Degs,900,1280.16,55,53,0,37657,0,43,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,52,3,63671,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,53,4,0,63671,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,55,4,33957,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,59,4,0,36589,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,47,5,0,33957,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,50,5,0,75441,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,55,5,35579,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,6,152170,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,52,7,0,33957,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,56,7,0,27471,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,55,8,35579,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,66,8,30714,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,49,9,0,35579,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,46,10,0,25291,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,10,0,97620,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,67,10,36589,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,75,10,36589,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,11,0,22176,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,57,11,0,33957,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,57,12,91142,152170,0,69,2,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,59,12,36589,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,12,0,27471,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,69,12,30714,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,13,33302,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,61,14,97620,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,67,14,27471,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,15,0,34516,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,56,15,152170,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,57,15,0,30714,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,60,15,0,31808,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,15,25291,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,55,16,0,35579,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,17,97620,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,61,17,27471,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,71,17,33957,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,18,0,22176,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,52,19,0,97620,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,53,19,0,35579,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,56,19,75441,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,64,19,31808,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,54,20,0,97620,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,66,20,29254,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,66,22,0,29254,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,57,23,0,33977,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,61,23,25291,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,52,24,0,36589,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,56,24,0,22176,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,59,24,0,29254,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,24,0,33977,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,63,24,33957,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,70,24,31808,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,53,26,0,30714,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,56,26,0,34516,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,66,27,37343,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,57,28,0,33302,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,60,28,0,22176,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,69,28,75441,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,55,29,0,31808,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,57,29,75441,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,60,29,75441,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,73,29,152170,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,59,36,0,152170,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,65,37,30714,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,61,40,22176,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,42,0,31808,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,46,63671,0,0,69,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,40Pt5To45Degs,900,1280.16,62,47,0,63671,0,69,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,55,3,0,44252,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,56,3,53837,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,49,4,0,53586,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,53,4,0,44252,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,55,4,0,44252,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,50,5,0,18205,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,52,5,44252,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,54,5,100029,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,49,6,0,113463,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,60,6,100029,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,53,7,0,53837,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,55,8,62752,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,52,10,0,113463,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,57,10,0,53837,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,67,10,102512,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,58,13,0,44252,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,51,14,0,53837,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,58,15,0,31740,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,56,16,0,102512,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,60,16,53837,102512,0,63,1,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,65,16,60560,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,54,17,0,53837,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,59,17,0,53837,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,62,17,102512,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,52,18,0,18205,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,56,18,0,100029,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,49,19,0,62752,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,53,20,0,60560,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,56,20,60560,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,58,20,0,62630,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,71,20,53837,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,59,21,0,102512,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,60,21,53837,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,59,22,0,63481,0,63,0,2,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,66,22,60560,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,59,23,0,53837,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,60,23,0,100029,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,53,24,0,62752,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,59,24,0,33105,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,55,25,0,18205,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,58,25,0,62630,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,62,25,0,31740,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,52,26,0,113463,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,54,26,0,100029,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,55,27,0,18205,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,60,28,62752,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,70,28,29488,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,53,31,0,18205,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,56,31,18205,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,64,31,60560,0,0,63,1,0,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,55,33,0,18205,0,63,0,1,0
20510,sablefish,2005,Groundfish Slope and Shelf Combination Survey,34Pt5To40Pt5Degs,900,1280.16,56,33,0,113463,0,63,0,1,0
