West Coast Groundfish Slope/Shelf Bottom Trawl Survey data,,,,,,,,,,,,,,
Length Composition Estimates,,,,,,,,,,,,,,
sablefish,,,,,,,,,,,,,,
Extracted: 2/17/2015,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Species Code,Scientific Name,Species,Survey Year,Project,Area Set Identifier,Area Name,Depth Strata Set,Minimum Stratum Depth (m),Maximum Stratum Depth (m),Length Category (cm),Number of Females,Number of Males,Number of Unsexed,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,59,25939,198994,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,60,106231,93189,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,61,78920,64693,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,62,53512,39275,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,63,110817,36223,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,64,36691,32132,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,65,68458,40711,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,66,37891,37129,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,67,23854,7871,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,68,63871,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,69,12838,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,70,65067,29197,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,71,9297,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,72,31132,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,73,14171,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,74,11169,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,76,13600,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),45To49Degs,55 183 549 900 1280 meter bounds,900,1280.16,84,12838,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,20,0,9685,70141,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,21,9685,9685,18476,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,22,0,10480,137145,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,23,30798,9667,128707,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,24,10531,10484,148940,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,25,20198,10484,105087,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,26,10531,10397,73235,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,27,0,8188,10776,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,37,0,8051,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,39,0,8491,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,42,18235,7722,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,43,25111,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,44,26939,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,45,0,8980,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,46,8980,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,47,17444,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,48,8188,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,51,0,9255,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,54,0,10495,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,55,0,18728,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,57,7546,19237,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,59,8188,9255,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,60,8207,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,63,16414,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,66,0,9255,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,67,16623,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,54.864,182.88,74,0,10027,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,44,5610,6129,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,45,10302,21601,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,46,0,16968,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,47,5225,28460,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,48,5407,45076,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,49,13785,76963,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,50,21279,66775,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,51,17950,163097,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,52,7442,125878,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,53,41098,166143,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,54,61419,124914,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,55,38579,117257,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,56,12434,173245,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,57,40324,158493,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,58,73609,126926,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,59,17862,139244,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,60,48679,118722,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,61,55074,60399,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,62,65947,58172,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,63,76156,75809,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,64,88519,89242,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,65,40630,23646,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,66,51520,37957,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,67,50293,11883,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,68,39939,13540,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,69,53325,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,70,51114,12181,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,71,56123,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,72,53380,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,73,60659,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,74,46374,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,75,24506,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,76,31187,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,77,39392,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,78,13431,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,79,18783,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,80,11921,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,81,5918,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,82,13841,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,83,6507,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,84,6460,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,86,5714,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,182.88,548.64,87,5965,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,47,31655,37268,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,48,18441,26059,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,49,0,145232,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,50,8101,124005,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,51,20649,172768,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,52,38072,155563,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,53,27139,203406,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,54,38830,193140,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,55,52962,175912,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,56,71395,124183,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,57,27005,96509,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,58,73399,93872,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,59,64634,73170,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,60,43831,56411,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,61,52345,70728,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,62,36967,43271,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,64,86547,12048,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,65,53186,18535,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,66,19222,8277,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,67,17683,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,68,27424,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,69,18013,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,70,8101,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,72,8219,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,73,20149,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,74,10107,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,548.64,900,75,9036,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,47,0,5708,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,48,8120,0,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,49,0,15633,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,50,0,57834,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,51,5708,5708,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,52,0,30313,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,53,8390,119924,0,
20510,Anoplopoma fimbria,sablefish,2008,Groundfish Slope and Shelf Combination Survey,Coastwide: (32/34/34.5/40.5/45/49),40Pt5To45Degs,55 183 549 900 1280 meter bounds,900,1280.16,54,9208,79554,0,
